,game,model,experiment,episode,metric,value
174,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_11,Violated Request Count,0.0
175,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_11,Success,0.0
176,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_11,Lose,1.0
177,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_11,Aborted,0.0
178,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_11,Main Score,0.0
179,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_11,Request Success Ratio,1.0
180,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Generated Expression Length,21.0
181,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Generated Expression Number of Tokens,3.0
182,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Aborted at Player 1,0.0
183,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Aborted at Player 2,0.0
184,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Request Count,2.0
185,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Parsed Request Count,2.0
186,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Violated Request Count,0.0
187,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Success,0.0
188,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Lose,1.0
189,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Aborted,0.0
190,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Main Score,0.0
191,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_14,Request Success Ratio,1.0
192,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_39,Generated Expression Length,51.0
193,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_39,Generated Expression Number of Tokens,10.0
194,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_39,Aborted at Player 1,0.0
195,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_39,Aborted at Player 2,0.0
196,multimodal_referencegame,InternVL2-40B-t0.0--InternVL2-40B-t0.0,5_3DS_three_attibute_id,episode_39,Request Count,2.0
